,player_id,game_id,stat_type,stat_value
9489,saunm001,TOR201604250,at_bat,1
9488,goinr001,TOR201604250,at_bat,1
9487,barnd001,TOR201604250,at_bat,1
9486,rollj001,TOR201604250,at_bat,1
9485,abrej003,TOR201604250,at_bat,1
9484,frazt001,TOR201604250,at_bat,1
9483,tholj001,TOR201604250,at_bat,1
9482,tholj001,TOR201604250,strikeout,1
9481,carre001,TOR201604250,at_bat,1
9480,carre001,TOR201604250,hit,1
9479,donaj001,TOR201604250,at_bat,1
9478,bautj002,TOR201604250,at_bat,1
9477,cabrm002,TOR201604250,at_bat,1
9476,cabrm002,TOR201604250,hit,1
9475,lawrb002,TOR201604250,at_bat,1
9474,garca003,TOR201604250,at_bat,1
9473,garca003,TOR201604250,hit,1
9472,navad001,TOR201604250,at_bat,1
9471,jacka001,TOR201604250,walk,1
9470,eatoa002,TOR201604250,at_bat,1
9469,eatoa002,TOR201604250,hit,1
9468,lawrb002,TOR201604250,runs_scored,1
9467,eatoa002,TOR201604250,rbi,1
9466,garca003,TOR201604250,runs_scored,1
9465,eatoa002,TOR201604250,rbi,1
9464,rollj001,TOR201604250,at_bat,1
9463,rollj001,TOR201604250,hit,1
9462,jacka001,TOR201604250,runs_scored,1
9461,rollj001,TOR201604250,rbi,1
9460,abrej003,TOR201604250,walk,1
9459,frazt001,TOR201604250,at_bat,1
9458,frazt001,TOR201604250,hit,1
9457,frazt001,TOR201604250,double,1
9456,eatoa002,TOR201604250,runs_scored,1
9455,frazt001,TOR201604250,rbi,1
9454,rollj001,TOR201604250,runs_scored,1
9453,frazt001,TOR201604250,rbi,1
9452,cabrm002,TOR201604250,walk,1
9451,lawrb002,TOR201604250,at_bat,1
9450,lawrb002,TOR201604250,strikeout,1
9449,encae001,TOR201604250,at_bat,1
9448,encae001,TOR201604250,strikeout,1
9447,tulot001,TOR201604250,at_bat,1
9446,tulot001,TOR201604250,strikeout,1
9445,saunm001,TOR201604250,at_bat,1
9444,saunm001,TOR201604250,hit,1
9443,goinr001,TOR201604250,at_bat,1
9442,garca003,TOR201604250,at_bat,1
9441,garca003,TOR201604250,strikeout,1
9440,navad001,TOR201604250,at_bat,1
9439,navad001,TOR201604250,hit,1
9438,navad001,TOR201604250,double,1
9437,jacka001,TOR201604250,at_bat,1
9436,eatoa002,TOR201604250,at_bat,1
9435,eatoa002,TOR201604250,strikeout,1
9434,barnd001,TOR201604250,at_bat,1
9433,barnd001,TOR201604250,strikeout,1
9432,tholj001,TOR201604250,at_bat,1
9431,carre001,TOR201604250,at_bat,1
9430,rollj001,TOR201604250,at_bat,1
9429,rollj001,TOR201604250,hit,1
9428,rollj001,TOR201604250,double,1
9427,abrej003,TOR201604250,walk,1
9426,frazt001,TOR201604250,at_bat,1
9425,,TOR201604250,runs_scored,1
9424,frazt001,TOR201604250,rbi,1
9423,cabrm002,TOR201604250,at_bat,1
9422,cabrm002,TOR201604250,strikeout,1
9421,lawrb002,TOR201604250,at_bat,1
9420,lawrb002,TOR201604250,strikeout,1
9419,donaj001,TOR201604250,at_bat,1
9418,bautj002,TOR201604250,at_bat,1
9417,bautj002,TOR201604250,hit,1
9416,bautj002,TOR201604250,double,1
9415,encae001,TOR201604250,at_bat,1
9414,tulot001,TOR201604250,walk,1
9413,saunm001,TOR201604250,at_bat,1
9412,saunm001,TOR201604250,hit,1
9411,eatoa002,TOR201604260,at_bat,1
9410,rollj001,TOR201604260,at_bat,1
9409,abrej003,TOR201604260,at_bat,1
9408,saunm001,TOR201604260,at_bat,1
9407,donaj001,TOR201604260,at_bat,1
9406,bautj002,TOR201604260,walk,1
9405,bautj002,TOR201604260,caught_stealing,1
9404,frazt001,TOR201604260,at_bat,1
9403,cabrm002,TOR201604260,at_bat,1
9402,lawrb002,TOR201604260,at_bat,1
9401,lawrb002,TOR201604260,strikeout,1
9400,encae001,TOR201604260,at_bat,1
9399,tulot001,TOR201604260,walk,1
9398,pillk001,TOR201604260,at_bat,1
9397,domim001,TOR201604260,at_bat,1
9396,domim001,TOR201604260,strikeout,1
9395,garca003,TOR201604260,at_bat,1
9394,garca003,TOR201604260,hit,1
9393,garca003,TOR201604260,home_run,1
9392,garca003,TOR201604260,runs_scored,1
9391,navad001,TOR201604260,at_bat,1
9390,jacka001,TOR201604260,at_bat,1
9389,jacka001,TOR201604260,hit,1
9388,eatoa002,TOR201604260,at_bat,1
9387,barnd001,TOR201604260,at_bat,1
9386,barnd001,TOR201604260,hit,1
9385,tholj001,TOR201604260,at_bat,1
9384,saunm001,TOR201604260,at_bat,1
9383,donaj001,TOR201604260,at_bat,1
9382,rollj001,TOR201604260,at_bat,1
9381,rollj001,TOR201604260,strikeout,1
9380,abrej003,TOR201604260,at_bat,1
9379,abrej003,TOR201604260,hit,1
9378,abrej003,TOR201604260,double,1
9377,frazt001,TOR201604260,at_bat,1
9376,cabrm002,TOR201604260,at_bat,1
9375,cabrm002,TOR201604260,strikeout,1
9374,bautj002,TOR201604260,at_bat,1
9373,encae001,TOR201604260,at_bat,1
9372,tulot001,TOR201604260,at_bat,1
9371,tulot001,TOR201604260,strikeout,1
9370,lawrb002,TOR201604260,at_bat,1
9369,lawrb002,TOR201604260,hit,1
9368,garca003,TOR201604260,walk,1
9367,navad001,TOR201604260,at_bat,1
9366,navad001,TOR201604260,hit,1
9365,jacka001,TOR201604260,at_bat,1
9364,jacka001,TOR201604260,hit,1
9363,jacka001,TOR201604260,double,1
9362,lawrb002,TOR201604260,runs_scored,1
9361,jacka001,TOR201604260,rbi,1
9360,garca003,TOR201604260,runs_scored,1
9359,jacka001,TOR201604260,rbi,1
9358,eatoa002,TOR201604260,at_bat,1
9357,navad001,TOR201604260,runs_scored,1
9356,eatoa002,TOR201604260,rbi,1
9355,rollj001,TOR201604260,at_bat,1
9354,abrej003,TOR201604260,at_bat,1
9353,pillk001,TOR201604260,at_bat,1
9352,domim001,TOR201604260,at_bat,1
9351,domim001,TOR201604260,strikeout,1
9350,barnd001,TOR201604260,at_bat,1
9349,frazt001,TOR201604260,at_bat,1
9348,cabrm002,TOR201604260,at_bat,1
9347,lawrb002,TOR201604260,at_bat,1
9346,tholj001,TOR201604260,at_bat,1
9345,saunm001,TOR201604260,at_bat,1
9344,saunm001,TOR201604260,strikeout,1
9343,donaj001,TOR201604260,at_bat,1
9342,garca003,TOR201604260,at_bat,1
9341,garca003,TOR201604260,hit,1
9340,navad001,TOR201604260,at_bat,1
9339,navad001,TOR201604260,hit,1
9338,navad001,TOR201604260,home_run,1
9337,navad001,TOR201604260,runs_scored,1
9336,garca003,TOR201604260,runs_scored,1
9335,navad001,TOR201604260,rbi,1
9334,jacka001,TOR201604260,at_bat,1
9333,jacka001,TOR201604260,hit,1
9332,eatoa002,TOR201604260,at_bat,1
9331,eatoa002,TOR201604260,hit,1
9330,rollj001,TOR201604260,at_bat,1
9329,rollj001,TOR201604260,strikeout,1
9328,abrej003,TOR201604260,at_bat,1
9327,abrej003,TOR201604260,hit,1
9326,jacka001,TOR201604260,runs_scored,1
9325,abrej003,TOR201604260,rbi,1
9324,frazt001,TOR201604260,at_bat,1
9323,cabrm002,TOR201604260,at_bat,1
9322,bautj002,TOR201604260,at_bat,1
9321,bautj002,TOR201604260,strikeout,1
9320,encae001,TOR201604260,at_bat,1
9319,encae001,TOR201604260,hit,1
9318,encae001,TOR201604260,home_run,1
9317,encae001,TOR201604260,runs_scored,1
9316,tulot001,TOR201604260,at_bat,1
9315,pillk001,TOR201604260,at_bat,1
9314,pillk001,TOR201604260,hit,1
9313,domim001,TOR201604260,at_bat,1
9312,lawrb002,TOR201604260,at_bat,1
9311,garca003,TOR201604260,at_bat,1
9310,navad001,TOR201604260,walk,1
9309,jacka001,TOR201604260,at_bat,1
9308,jacka001,TOR201604260,strikeout,1
9307,barnd001,TOR201604260,at_bat,1
9306,tholj001,TOR201604260,at_bat,1
9305,tholj001,TOR201604260,strikeout,1
9304,saunm001,TOR201604260,at_bat,1
9303,saunm001,TOR201604260,hit,1
9302,saunm001,TOR201604260,double,1
9301,donaj001,TOR201604260,at_bat,1
9300,eatoa002,TOR201604260,at_bat,1
9299,eatoa002,TOR201604260,hit,1
9298,eatoa002,TOR201604260,home_run,1
9297,eatoa002,TOR201604260,runs_scored,1
9296,rollj001,TOR201604260,at_bat,1
9295,rollj001,TOR201604260,hit,1
9294,rollj001,TOR201604260,double,1
9293,abrej003,TOR201604260,at_bat,1
9292,frazt001,TOR201604260,at_bat,1
9291,frazt001,TOR201604260,hit,1
9290,rollj001,TOR201604260,runs_scored,1
9289,frazt001,TOR201604260,rbi,1
9288,cabrm002,TOR201604260,at_bat,1
9287,cabrm002,TOR201604260,hit,1
9286,lawrb002,TOR201604260,walk,1
9285,garca003,TOR201604260,at_bat,1
9284,frazt001,TOR201604260,runs_scored,1
9283,garca003,TOR201604260,rbi,1
9282,navad001,TOR201604260,at_bat,1
9281,carre001,TOR201604260,at_bat,1
9280,carre001,TOR201604260,strikeout,1
9279,goinr001,TOR201604260,at_bat,1
9278,goinr001,TOR201604260,strikeout,1
9277,smoaj001,TOR201604260,at_bat,1
9276,smoaj001,TOR201604260,strikeout,1
9275,eatoa002,TOR201604270,at_bat,1
9274,eatoa002,TOR201604270,strikeout,1
9273,rollj001,TOR201604270,at_bat,1
9272,abrej003,TOR201604270,at_bat,1
9271,abrej003,TOR201604270,strikeout,1
9270,saunm001,TOR201604270,at_bat,1
9269,donaj001,TOR201604270,at_bat,1
9268,donaj001,TOR201604270,hit,1
9267,donaj001,TOR201604270,double,1
9266,bautj002,TOR201604270,at_bat,1
9265,bautj002,TOR201604270,strikeout,1
9264,encae001,TOR201604270,at_bat,1
9263,frazt001,TOR201604270,at_bat,1
9262,frazt001,TOR201604270,hit,1
9261,cabrm002,TOR201604270,walk,1
9260,lawrb002,TOR201604270,at_bat,1
9259,garca003,TOR201604270,at_bat,1
9258,tulot001,TOR201604270,walk,1
9257,domim001,TOR201604270,at_bat,1
9256,martr004,TOR201604270,at_bat,1
9255,martr004,TOR201604270,strikeout,1
9254,pillk001,TOR201604270,at_bat,1
9253,pillk001,TOR201604270,strikeout,1
9252,navad001,TOR201604270,at_bat,1
9251,jacka001,TOR201604270,at_bat,1
9250,eatoa002,TOR201604270,at_bat,1
9249,goinr001,TOR201604270,at_bat,1
9248,goinr001,TOR201604270,hit,1
9247,saunm001,TOR201604270,at_bat,1
9246,saunm001,TOR201604270,strikeout,1
9245,donaj001,TOR201604270,walk,1
9244,bautj002,TOR201604270,at_bat,1
9243,bautj002,TOR201604270,strikeout,1
9242,encae001,TOR201604270,at_bat,1
9241,encae001,TOR201604270,strikeout,1
9240,rollj001,TOR201604270,at_bat,1
9239,abrej003,TOR201604270,at_bat,1
9238,frazt001,TOR201604270,at_bat,1
9237,tulot001,TOR201604270,at_bat,1
9236,domim001,TOR201604270,at_bat,1
9235,martr004,TOR201604270,at_bat,1
9234,martr004,TOR201604270,strikeout,1
9233,cabrm002,TOR201604270,at_bat,1
9232,lawrb002,TOR201604270,at_bat,1
9231,lawrb002,TOR201604270,strikeout,1
9230,garca003,TOR201604270,at_bat,1
9229,pillk001,TOR201604270,at_bat,1
9228,pillk001,TOR201604270,hit,1
9227,goinr001,TOR201604270,at_bat,1
9226,saunm001,TOR201604270,at_bat,1
9225,saunm001,TOR201604270,strikeout,1
9224,donaj001,TOR201604270,at_bat,1
9223,donaj001,TOR201604270,hit,1
9222,bautj002,TOR201604270,at_bat,1
9221,bautj002,TOR201604270,strikeout,1
9220,navad001,TOR201604270,at_bat,1
9219,jacka001,TOR201604270,walk,1
9218,eatoa002,TOR201604270,walk,1
9217,rollj001,TOR201604270,at_bat,1
9216,rollj001,TOR201604270,strikeout,1
9215,abrej003,TOR201604270,at_bat,1
9214,encae001,TOR201604270,at_bat,1
9213,tulot001,TOR201604270,at_bat,1
9212,domim001,TOR201604270,walk,1
9211,martr004,TOR201604270,at_bat,1
9210,martr004,TOR201604270,strikeout,1
9209,frazt001,TOR201604270,at_bat,1
9208,frazt001,TOR201604270,hit,1
9207,cabrm002,TOR201604270,at_bat,1
9206,lawrb002,TOR201604270,walk,1
9205,garca003,TOR201604270,at_bat,1
9204,garca003,TOR201604270,strikeout,1
9203,navad001,TOR201604270,at_bat,1
9202,navad001,TOR201604270,hit,1
9201,navad001,TOR201604270,triple,1
9200,cabrm002,TOR201604270,runs_scored,1
9199,navad001,TOR201604270,rbi,1
9198,lawrb002,TOR201604270,runs_scored,1
9197,navad001,TOR201604270,rbi,1
9196,jacka001,TOR201604270,at_bat,1
9195,jacka001,TOR201604270,hit,1
9194,jacka001,TOR201604270,triple,1
9193,navad001,TOR201604270,runs_scored,1
9192,jacka001,TOR201604270,rbi,1
9191,eatoa002,TOR201604270,walk,1
9190,eatoa002,TOR201604270,stolen_base,1
9189,rollj001,TOR201604270,at_bat,1
9188,pillk001,TOR201604270,at_bat,1
9187,goinr001,TOR201604270,at_bat,1
9186,goinr001,TOR201604270,strikeout,1
9185,saunm001,TOR201604270,at_bat,1
9184,abrej003,TOR201604270,at_bat,1
9183,abrej003,TOR201604270,hit,1
9182,frazt001,TOR201604270,at_bat,1
9181,cabrm002,TOR201604270,walk,1
9180,lawrb002,TOR201604270,at_bat,1
9179,garca003,TOR201604270,at_bat,1
9178,garca003,TOR201604270,hit,1
9177,abrej003,TOR201604270,runs_scored,1
9176,garca003,TOR201604270,rbi,1
9175,navad001,TOR201604270,at_bat,1
9174,donaj001,TOR201604270,at_bat,1
9173,bautj002,TOR201604270,at_bat,1
9172,encae001,TOR201604270,at_bat,1
9171,jacka001,TOR201604270,at_bat,1
9170,jacka001,TOR201604270,hit,1
9169,jacka001,TOR201604270,double,1
9168,eatoa002,TOR201604270,at_bat,1
9167,rollj001,TOR201604270,at_bat,1
9166,abrej003,TOR201604270,at_bat,1
9165,tulot001,TOR201604270,at_bat,1
9164,tulot001,TOR201604270,strikeout,1
9163,domim001,TOR201604270,at_bat,1
9162,martr004,TOR201604270,at_bat,1
9161,martr004,TOR201604270,strikeout,1
9160,odorr001,TOR201605020,at_bat,1
9159,mazan001,TOR201605020,at_bat,1
9158,mazan001,TOR201605020,hit,1
9157,belta001,TOR201605020,at_bat,1
9156,belta001,TOR201605020,strikeout,1
9155,fielp001,TOR201605020,at_bat,1
9154,saunm001,TOR201605020,at_bat,1
9153,saunm001,TOR201605020,strikeout,1
9152,donaj001,TOR201605020,at_bat,1
9151,bautj002,TOR201605020,at_bat,1
9150,desmi001,TOR201605020,at_bat,1
9149,morem001,TOR201605020,at_bat,1
9148,andre001,TOR201605020,at_bat,1
9147,andre001,TOR201605020,strikeout,1
9146,encae001,TOR201605020,at_bat,1
9145,tulot001,TOR201605020,at_bat,1
9144,tulot001,TOR201605020,strikeout,1
9143,smoaj001,TOR201605020,walk,1
9142,goinr001,TOR201605020,at_bat,1
9141,goinr001,TOR201605020,strikeout,1
9140,nichb001,TOR201605020,at_bat,1
9139,nichb001,TOR201605020,hit,1
9138,nichb001,TOR201605020,home_run,1
9137,nichb001,TOR201605020,runs_scored,1
9136,deshd002,TOR201605020,at_bat,1
9135,deshd002,TOR201605020,hit,1
9134,odorr001,TOR201605020,at_bat,1
9133,mazan001,TOR201605020,at_bat,1
9132,pillk001,TOR201605020,at_bat,1
9131,pillk001,TOR201605020,hit,1
9130,pillk001,TOR201605020,double,1
9129,tholj001,TOR201605020,at_bat,1
9128,saunm001,TOR201605020,at_bat,1
9127,saunm001,TOR201605020,hit,1
9126,pillk001,TOR201605020,runs_scored,1
9125,saunm001,TOR201605020,rbi,1
9124,donaj001,TOR201605020,at_bat,1
9123,donaj001,TOR201605020,strikeout,1
9122,bautj002,TOR201605020,at_bat,1
9121,bautj002,TOR201605020,strikeout,1
9120,belta001,TOR201605020,at_bat,1
9119,fielp001,TOR201605020,at_bat,1
9118,desmi001,TOR201605020,at_bat,1
9117,encae001,TOR201605020,at_bat,1
9116,tulot001,TOR201605020,at_bat,1
9115,tulot001,TOR201605020,strikeout,1
9114,smoaj001,TOR201605020,at_bat,1
9113,morem001,TOR201605020,at_bat,1
9112,andre001,TOR201605020,at_bat,1
9111,nichb001,TOR201605020,walk,1
9110,deshd002,TOR201605020,walk,1
9109,odorr001,TOR201605020,at_bat,1
9108,odorr001,TOR201605020,strikeout,1
9107,goinr001,TOR201605020,at_bat,1
9106,pillk001,TOR201605020,at_bat,1
9105,pillk001,TOR201605020,hit,1
9104,tholj001,TOR201605020,at_bat,1
9103,saunm001,TOR201605020,at_bat,1
9102,saunm001,TOR201605020,strikeout,1
9101,mazan001,TOR201605020,at_bat,1
9100,belta001,TOR201605020,at_bat,1
9099,fielp001,TOR201605020,at_bat,1
9098,fielp001,TOR201605020,hit,1
9097,fielp001,TOR201605020,double,1
9096,desmi001,TOR201605020,at_bat,1
9095,donaj001,TOR201605020,at_bat,1
9094,bautj002,TOR201605020,at_bat,1
9093,bautj002,TOR201605020,strikeout,1
9092,encae001,TOR201605020,walk,1
9091,tulot001,TOR201605020,at_bat,1
9090,tulot001,TOR201605020,strikeout,1
9089,morem001,TOR201605020,at_bat,1
9088,morem001,TOR201605020,hit,1
9087,andre001,TOR201605020,at_bat,1
9086,nichb001,TOR201605020,walk,1
9085,deshd002,TOR201605020,at_bat,1
9084,deshd002,TOR201605020,hit,1
9083,odorr001,TOR201605020,at_bat,1
9082,smoaj001,TOR201605020,at_bat,1
9081,smoaj001,TOR201605020,hit,1
9080,goinr001,TOR201605020,at_bat,1
9079,pillk001,TOR201605020,at_bat,1
9078,pillk001,TOR201605020,hit,1
9077,carre001,TOR201605020,at_bat,1
9076,carre001,TOR201605020,strikeout,1
9075,mazan001,TOR201605020,at_bat,1
9074,mazan001,TOR201605020,hit,1
9073,mazan001,TOR201605020,home_run,1
9072,mazan001,TOR201605020,runs_scored,1
9071,belta001,TOR201605020,at_bat,1
9070,belta001,TOR201605020,strikeout,1
9069,fielp001,TOR201605020,at_bat,1
9068,fielp001,TOR201605020,strikeout,1
9067,desmi001,TOR201605020,walk,1
9066,morem001,TOR201605020,at_bat,1
9065,saunm001,TOR201605020,walk,1
9064,donaj001,TOR201605020,at_bat,1
9063,donaj001,TOR201605020,hit,1
9062,bautj002,TOR201605020,at_bat,1
9061,encae001,TOR201605020,walk,1
9060,tulot001,TOR201605020,at_bat,1
9059,andre001,TOR201605020,at_bat,1
9058,nichb001,TOR201605020,at_bat,1
9057,deshd002,TOR201605020,at_bat,1
9056,deshd002,TOR201605020,strikeout,1
9055,smoaj001,TOR201605020,at_bat,1
9054,smoaj001,TOR201605020,hit,1
9053,goinr001,TOR201605020,at_bat,1
9052,pillk001,TOR201605020,at_bat,1
9051,martr004,TOR201605020,at_bat,1
9050,odorr001,TOR201605030,at_bat,1
9049,odorr001,TOR201605030,hit,1
9048,odorr001,TOR201605030,home_run,1
9047,odorr001,TOR201605030,runs_scored,1
9046,mazan001,TOR201605030,at_bat,1
9045,belta001,TOR201605030,at_bat,1
9044,fielp001,TOR201605030,at_bat,1
9043,saunm001,TOR201605030,at_bat,1
9042,saunm001,TOR201605030,hit,1
9041,donaj001,TOR201605030,at_bat,1
9040,donaj001,TOR201605030,hit,1
9039,bautj002,TOR201605030,at_bat,1
9038,encae001,TOR201605030,walk,1
9037,tulot001,TOR201605030,at_bat,1
9036,desmi001,TOR201605030,at_bat,1
9035,morem001,TOR201605030,walk,1
9034,andre001,TOR201605030,at_bat,1
9033,nichb001,TOR201605030,at_bat,1
9032,nichb001,TOR201605030,hit,1
9031,nichb001,TOR201605030,double,1
9030,deshd002,TOR201605030,at_bat,1
9029,smoaj001,TOR201605030,at_bat,1
9028,smoaj001,TOR201605030,hit,1
9027,pillk001,TOR201605030,at_bat,1
9026,martr004,TOR201605030,at_bat,1
9025,odorr001,TOR201605030,at_bat,1
9024,mazan001,TOR201605030,at_bat,1
9023,belta001,TOR201605030,at_bat,1
9022,barnd001,TOR201605030,at_bat,1
9021,barnd001,TOR201605030,strikeout,1
9020,saunm001,TOR201605030,at_bat,1
9019,saunm001,TOR201605030,strikeout,1
9018,donaj001,TOR201605030,walk,1
9017,bautj002,TOR201605030,at_bat,1
9016,fielp001,TOR201605030,at_bat,1
9015,fielp001,TOR201605030,strikeout,1
9014,desmi001,TOR201605030,at_bat,1
9013,morem001,TOR201605030,at_bat,1
9012,encae001,TOR201605030,at_bat,1
9011,tulot001,TOR201605030,at_bat,1
9010,smoaj001,TOR201605030,at_bat,1
9009,smoaj001,TOR201605030,strikeout,1
9008,andre001,TOR201605030,at_bat,1
9007,nichb001,TOR201605030,at_bat,1
9006,deshd002,TOR201605030,at_bat,1
9005,odorr001,TOR201605030,at_bat,1
9004,odorr001,TOR201605030,strikeout,1
9003,pillk001,TOR201605030,at_bat,1
9002,martr004,TOR201605030,at_bat,1
9001,martr004,TOR201605030,hit,1
9000,barnd001,TOR201605030,at_bat,1
8999,saunm001,TOR201605030,walk,1
8998,donaj001,TOR201605030,at_bat,1
8997,donaj001,TOR201605030,strikeout,1
8996,mazan001,TOR201605030,at_bat,1
8995,mazan001,TOR201605030,strikeout,1
8994,belta001,TOR201605030,at_bat,1
8993,fielp001,TOR201605030,at_bat,1
8992,bautj002,TOR201605030,at_bat,1
8991,bautj002,TOR201605030,strikeout,1
8990,encae001,TOR201605030,at_bat,1
8989,tulot001,TOR201605030,at_bat,1
8988,tulot001,TOR201605030,hit,1
8987,smoaj001,TOR201605030,at_bat,1
8986,desmi001,TOR201605030,at_bat,1
8985,desmi001,TOR201605030,strikeout,1
8984,morem001,TOR201605030,walk,1
8983,andre001,TOR201605030,at_bat,1
8982,andre001,TOR201605030,stolen_base,1
8981,nichb001,TOR201605030,at_bat,1
8980,nichb001,TOR201605030,strikeout,1
8979,pillk001,TOR201605030,walk,1
8978,martr004,TOR201605030,walk,1
8977,barnd001,TOR201605030,at_bat,1
8976,barnd001,TOR201605030,strikeout,1
8975,saunm001,TOR201605030,at_bat,1
8974,saunm001,TOR201605030,strikeout,1
8973,donaj001,TOR201605030,at_bat,1
8972,deshd002,TOR201605030,at_bat,1
8971,deshd002,TOR201605030,strikeout,1
8970,odorr001,TOR201605030,at_bat,1
8969,odorr001,TOR201605030,hit,1
8968,mazan001,TOR201605030,at_bat,1
8967,mazan001,TOR201605030,hit,1
8966,belta001,TOR201605030,at_bat,1
8965,bautj002,TOR201605030,at_bat,1
8964,encae001,TOR201605030,at_bat,1
8963,tulot001,TOR201605030,at_bat,1
8962,tulot001,TOR201605030,strikeout,1
8961,fielp001,TOR201605030,at_bat,1
8960,fielp001,TOR201605030,hit,1
8959,fielp001,TOR201605030,double,1
8958,desmi001,TOR201605030,at_bat,1
8957,desmi001,TOR201605030,hit,1
8956,morem001,TOR201605030,at_bat,1
8955,andre001,TOR201605030,at_bat,1
8954,andre001,TOR201605030,strikeout,1
8953,nichb001,TOR201605030,at_bat,1
8952,smoaj001,TOR201605030,at_bat,1
8951,smoaj001,TOR201605030,hit,1
8950,smoaj001,TOR201605030,home_run,1
8949,smoaj001,TOR201605030,runs_scored,1
8948,pillk001,TOR201605030,at_bat,1
8947,pillk001,TOR201605030,hit,1
8946,pillk001,TOR201605030,double,1
8945,martr004,TOR201605030,at_bat,1
8944,martr004,TOR201605030,strikeout,1
8943,carre001,TOR201605030,walk,1
8942,saunm001,TOR201605030,at_bat,1
8941,saunm001,TOR201605030,strikeout,1
8940,donaj001,TOR201605030,walk,1
8939,bautj002,TOR201605030,at_bat,1
8938,deshd002,TOR201605030,at_bat,1
8937,odorr001,TOR201605030,at_bat,1
8936,mazan001,TOR201605030,at_bat,1
8935,encae001,TOR201605030,at_bat,1
8934,encae001,TOR201605030,hit,1
8933,tulot001,TOR201605030,at_bat,1
8932,tulot001,TOR201605030,strikeout,1
8931,smoaj001,TOR201605030,at_bat,1
8930,smoaj001,TOR201605030,hit,1
8929,smoaj001,TOR201605030,home_run,1
8928,smoaj001,TOR201605030,runs_scored,1
8927,encae001,TOR201605030,runs_scored,1
8926,smoaj001,TOR201605030,rbi,1
8925,odorr001,TOR201605040,at_bat,1
8924,odorr001,TOR201605040,hit,1
8923,odorr001,TOR201605040,double,1
8922,mazan001,TOR201605040,at_bat,1
8921,mazan001,TOR201605040,hit,1
8920,belta001,TOR201605040,at_bat,1
8919,belta001,TOR201605040,hit,1
8918,odorr001,TOR201605040,runs_scored,1
8917,belta001,TOR201605040,rbi,1
8916,fielp001,TOR201605040,at_bat,1
8915,desmi001,TOR201605040,at_bat,1
8914,mazan001,TOR201605040,runs_scored,1
8913,desmi001,TOR201605040,rbi,1
8912,morem001,TOR201605040,at_bat,1
8911,saunm001,TOR201605040,at_bat,1
8910,saunm001,TOR201605040,hit,1
8909,saunm001,TOR201605040,double,1
8908,donaj001,TOR201605040,at_bat,1
8907,donaj001,TOR201605040,strikeout,1
8906,bautj002,TOR201605040,at_bat,1
8905,bautj002,TOR201605040,hit,1
8904,saunm001,TOR201605040,runs_scored,1
8903,bautj002,TOR201605040,rbi,1
8902,encae001,TOR201605040,at_bat,1
8901,smoaj001,TOR201605040,at_bat,1
8900,smoaj001,TOR201605040,strikeout,1
8899,andre001,TOR201605040,at_bat,1
8898,andre001,TOR201605040,hit,1
8897,rua-r001,TOR201605040,at_bat,1
8896,rua-r001,TOR201605040,strikeout,1
8895,wilsb002,TOR201605040,at_bat,1
8894,wilsb002,TOR201605040,hit,1
8893,odorr001,TOR201605040,at_bat,1
8892,odorr001,TOR201605040,hit,1
8891,andre001,TOR201605040,runs_scored,1
8890,odorr001,TOR201605040,rbi,1
8889,mazan001,TOR201605040,at_bat,1
8888,mazan001,TOR201605040,strikeout,1
8887,belta001,TOR201605040,at_bat,1
8886,tulot001,TOR201605040,at_bat,1
8885,pillk001,TOR201605040,at_bat,1
8884,martr004,TOR201605040,at_bat,1
8883,fielp001,TOR201605040,at_bat,1
8882,desmi001,TOR201605040,at_bat,1
8881,desmi001,TOR201605040,strikeout,1
8880,morem001,TOR201605040,at_bat,1
8879,goinr001,TOR201605040,at_bat,1
8878,saunm001,TOR201605040,at_bat,1
8877,saunm001,TOR201605040,strikeout,1
8876,donaj001,TOR201605040,at_bat,1
8875,donaj001,TOR201605040,strikeout,1
8874,andre001,TOR201605040,at_bat,1
8873,rua-r001,TOR201605040,at_bat,1
8872,wilsb002,TOR201605040,at_bat,1
8871,wilsb002,TOR201605040,strikeout,1
8870,bautj002,TOR201605040,at_bat,1
8869,bautj002,TOR201605040,strikeout,1
8868,encae001,TOR201605040,at_bat,1
8867,smoaj001,TOR201605040,at_bat,1
8866,smoaj001,TOR201605040,hit,1
8865,tulot001,TOR201605040,at_bat,1
8864,odorr001,TOR201605040,at_bat,1
8863,mazan001,TOR201605040,walk,1
8862,belta001,TOR201605040,at_bat,1
8861,fielp001,TOR201605040,at_bat,1
8860,pillk001,TOR201605040,at_bat,1
8859,martr004,TOR201605040,at_bat,1
8858,goinr001,TOR201605040,at_bat,1
8857,desmi001,TOR201605040,at_bat,1
8856,morem001,TOR201605040,at_bat,1
8855,morem001,TOR201605040,hit,1
8854,andre001,TOR201605040,at_bat,1
8853,saunm001,TOR201605040,at_bat,1
8852,saunm001,TOR201605040,strikeout,1
8851,donaj001,TOR201605040,at_bat,1
8850,bautj002,TOR201605040,walk,1
8849,encae001,TOR201605040,at_bat,1
8848,encae001,TOR201605040,hit,1
8847,encae001,TOR201605040,home_run,1
8846,encae001,TOR201605040,runs_scored,1
8845,bautj002,TOR201605040,runs_scored,1
8844,encae001,TOR201605040,rbi,1
8843,smoaj001,TOR201605040,at_bat,1
8842,smoaj001,TOR201605040,strikeout,1
8841,rua-r001,TOR201605040,walk,1
8840,wilsb002,TOR201605040,at_bat,1
8839,wilsb002,TOR201605040,strikeout,1
