,player_id,game_id,stat_type,stat_value
10740,bettm001,TOR201604080,at_bat,1
10739,bettm001,TOR201604080,strikeout,1
10738,pedrd001,TOR201604080,at_bat,1
10737,pedrd001,TOR201604080,strikeout,1
10736,bogax001,TOR201604080,at_bat,1
10735,pillk001,TOR201604080,at_bat,1
10734,pillk001,TOR201604080,hit,1
10733,pillk001,TOR201604080,triple,1
10732,donaj001,TOR201604080,at_bat,1
10731,donaj001,TOR201604080,strikeout,1
10730,bautj002,TOR201604080,walk,1
10729,encae001,TOR201604080,at_bat,1
10728,pillk001,TOR201604080,runs_scored,1
10727,encae001,TOR201604080,rbi,1
10726,tulot001,TOR201604080,walk,1
10725,saunm001,TOR201604080,at_bat,1
10724,saunm001,TOR201604080,strikeout,1
10723,ortid001,TOR201604080,at_bat,1
10722,ortid001,TOR201604080,strikeout,1
10721,ramih003,TOR201604080,at_bat,1
10720,ramih003,TOR201604080,hit,1
10719,ramih003,TOR201604080,at_bat,1
10718,shawt001,TOR201604080,at_bat,1
10717,shawt001,TOR201604080,hit,1
10716,shawt001,TOR201604080,double,1
10715,holtb002,TOR201604080,at_bat,1
10714,holtb002,TOR201604080,hit,1
10713,holtb002,TOR201604080,double,1
10712,shawt001,TOR201604080,runs_scored,1
10711,holtb002,TOR201604080,rbi,1
10710,hanir001,TOR201604080,walk,1
10709,bradj001,TOR201604080,at_bat,1
10708,martr004,TOR201604080,at_bat,1
10707,martr004,TOR201604080,strikeout,1
10706,goinr001,TOR201604080,at_bat,1
10705,barnd001,TOR201604080,at_bat,1
10704,barnd001,TOR201604080,hit,1
10703,pillk001,TOR201604080,at_bat,1
10702,bettm001,TOR201604080,at_bat,1
10701,pedrd001,TOR201604080,at_bat,1
10700,bogax001,TOR201604080,at_bat,1
10699,bogax001,TOR201604080,hit,1
10698,ortid001,TOR201604080,at_bat,1
10697,ortid001,TOR201604080,hit,1
10696,ortid001,TOR201604080,double,1
10695,bogax001,TOR201604080,runs_scored,1
10694,ortid001,TOR201604080,rbi,1
10693,ramih003,TOR201604080,at_bat,1
10692,donaj001,TOR201604080,at_bat,1
10691,bautj002,TOR201604080,at_bat,1
10690,bautj002,TOR201604080,strikeout,1
10689,encae001,TOR201604080,walk,1
10688,tulot001,TOR201604080,at_bat,1
10687,shawt001,TOR201604080,at_bat,1
10686,holtb002,TOR201604080,at_bat,1
10685,hanir001,TOR201604080,at_bat,1
10684,saunm001,TOR201604080,at_bat,1
10683,saunm001,TOR201604080,hit,1
10682,martr004,TOR201604080,at_bat,1
10681,martr004,TOR201604080,hit,1
10680,goinr001,TOR201604080,at_bat,1
10679,goinr001,TOR201604080,hit,1
10678,barnd001,TOR201604080,at_bat,1
10677,barnd001,TOR201604080,hit,1
10676,saunm001,TOR201604080,runs_scored,1
10675,barnd001,TOR201604080,rbi,1
10674,pillk001,TOR201604080,walk,1
10673,martr004,TOR201604080,runs_scored,1
10672,pillk001,TOR201604080,rbi,1
10671,donaj001,TOR201604080,at_bat,1
10670,donaj001,TOR201604080,hit,1
10669,donaj001,TOR201604080,home_run,1
10668,donaj001,TOR201604080,runs_scored,1
10667,goinr001,TOR201604080,runs_scored,1
10666,donaj001,TOR201604080,rbi,1
10665,barnd001,TOR201604080,runs_scored,1
10664,donaj001,TOR201604080,rbi,1
10663,pillk001,TOR201604080,runs_scored,1
10662,donaj001,TOR201604080,rbi,1
10661,bautj002,TOR201604080,at_bat,1
10660,bautj002,TOR201604080,strikeout,1
10659,encae001,TOR201604080,at_bat,1
10658,encae001,TOR201604080,hit,1
10657,tulot001,TOR201604080,at_bat,1
10656,tulot001,TOR201604080,strikeout,1
10655,saunm001,TOR201604080,at_bat,1
10654,saunm001,TOR201604080,hit,1
10653,martr004,TOR201604080,at_bat,1
10652,martr004,TOR201604080,strikeout,1
10651,bradj001,TOR201604080,at_bat,1
10650,bettm001,TOR201604080,at_bat,1
10649,pedrd001,TOR201604080,at_bat,1
10648,pedrd001,TOR201604080,strikeout,1
10647,goinr001,TOR201604080,at_bat,1
10646,goinr001,TOR201604080,strikeout,1
10645,barnd001,TOR201604080,walk,1
10644,pillk001,TOR201604080,at_bat,1
10643,barnd001,TOR201604080,stolen_base,1
10642,donaj001,TOR201604080,at_bat,1
10641,bogax001,TOR201604080,at_bat,1
10640,bogax001,TOR201604080,hit,1
10639,bogax001,TOR201604080,double,1
10638,ortid001,TOR201604080,walk,1
10637,ramih003,TOR201604080,at_bat,1
10636,shawt001,TOR201604080,walk,1
10635,holtb002,TOR201604080,at_bat,1
10634,holtb002,TOR201604080,hit,1
10633,holtb002,TOR201604080,home_run,1
10632,holtb002,TOR201604080,runs_scored,1
10631,bogax001,TOR201604080,runs_scored,1
10630,holtb002,TOR201604080,rbi,1
10629,ortid001,TOR201604080,runs_scored,1
10628,holtb002,TOR201604080,rbi,1
10627,shawt001,TOR201604080,runs_scored,1
10626,holtb002,TOR201604080,rbi,1
10625,hanir001,TOR201604080,at_bat,1
10624,bradj001,TOR201604080,at_bat,1
10623,bradj001,TOR201604080,strikeout,1
10622,bautj002,TOR201604080,at_bat,1
10621,encae001,TOR201604080,at_bat,1
10620,tulot001,TOR201604080,at_bat,1
10619,bettm001,TOR201604080,at_bat,1
10618,pedrd001,TOR201604080,at_bat,1
10617,pedrd001,TOR201604080,hit,1
10616,bogax001,TOR201604080,at_bat,1
10615,bogax001,TOR201604080,hit,1
10614,ortid001,TOR201604080,at_bat,1
10613,ortid001,TOR201604080,hit,1
10612,pedrd001,TOR201604080,runs_scored,1
10611,ortid001,TOR201604080,rbi,1
10610,ramih003,TOR201604080,at_bat,1
10609,ramih003,TOR201604080,hit,1
10608,bogax001,TOR201604080,runs_scored,1
10607,ramih003,TOR201604080,rbi,1
10606,younc004,TOR201604080,at_bat,1
10605,younc004,TOR201604080,strikeout,1
10604,holtb002,TOR201604080,at_bat,1
10603,hanir001,TOR201604080,at_bat,1
10602,saunm001,TOR201604080,at_bat,1
10601,martr004,TOR201604080,at_bat,1
10600,martr004,TOR201604080,strikeout,1
10599,goinr001,TOR201604080,at_bat,1
10598,bradj001,TOR201604080,at_bat,1
10597,bradj001,TOR201604080,strikeout,1
10596,bettm001,TOR201604080,at_bat,1
10595,pedrd001,TOR201604080,at_bat,1
10594,smoaj001,TOR201604080,walk,1
10593,pillk001,TOR201604080,at_bat,1
10592,donaj001,TOR201604080,at_bat,1
10591,bautj002,TOR201604080,at_bat,1
10590,bogax001,TOR201604080,at_bat,1
10589,ortid001,TOR201604080,at_bat,1
10588,ortid001,TOR201604080,strikeout,1
10587,ramih003,TOR201604080,at_bat,1
10586,encae001,TOR201604080,at_bat,1
10585,tulot001,TOR201604080,at_bat,1
10584,tulot001,TOR201604080,strikeout,1
10583,saunm001,TOR201604080,at_bat,1
10582,bettm001,TOR201604090,at_bat,1
10581,pedrd001,TOR201604090,at_bat,1
10580,pedrd001,TOR201604090,hit,1
10579,bogax001,TOR201604090,at_bat,1
10578,bogax001,TOR201604090,strikeout,1
10577,shawt001,TOR201604090,at_bat,1
10576,shawt001,TOR201604090,strikeout,1
10575,pillk001,TOR201604090,at_bat,1
10574,pillk001,TOR201604090,strikeout,1
10573,donaj001,TOR201604090,at_bat,1
10572,donaj001,TOR201604090,hit,1
10571,bautj002,TOR201604090,at_bat,1
10570,bautj002,TOR201604090,hit,1
10569,bautj002,TOR201604090,home_run,1
10568,bautj002,TOR201604090,runs_scored,1
10567,donaj001,TOR201604090,runs_scored,1
10566,bautj002,TOR201604090,rbi,1
10565,encae001,TOR201604090,at_bat,1
10564,encae001,TOR201604090,hit,1
10563,tulot001,TOR201604090,at_bat,1
10562,carre001,TOR201604090,at_bat,1
10561,carre001,TOR201604090,strikeout,1
10560,ramih003,TOR201604090,at_bat,1
10559,sandp001,TOR201604090,at_bat,1
10558,sandp001,TOR201604090,strikeout,1
10557,holtb002,TOR201604090,at_bat,1
10556,goinr001,TOR201604090,at_bat,1
10555,barnd001,TOR201604090,at_bat,1
10554,tholj001,TOR201604090,at_bat,1
10553,tholj001,TOR201604090,strikeout,1
10552,pillk001,TOR201604090,at_bat,1
10551,pillk001,TOR201604090,strikeout,1
10550,castr004,TOR201604090,at_bat,1
10549,castr004,TOR201604090,hit,1
10548,swihb001,TOR201604090,walk,1
10547,bettm001,TOR201604090,at_bat,1
10546,bettm001,TOR201604090,strikeout,1
10545,pedrd001,TOR201604090,at_bat,1
10544,castr004,TOR201604090,runs_scored,1
10543,pedrd001,TOR201604090,rbi,1
10542,bogax001,TOR201604090,at_bat,1
10541,bogax001,TOR201604090,hit,1
10540,bogax001,TOR201604090,double,1
10539,swihb001,TOR201604090,runs_scored,1
10538,bogax001,TOR201604090,rbi,1
10537,shawt001,TOR201604090,at_bat,1
10536,shawt001,TOR201604090,hit,1
10535,shawt001,TOR201604090,double,1
10534,bogax001,TOR201604090,runs_scored,1
10533,shawt001,TOR201604090,rbi,1
10532,ramih003,TOR201604090,at_bat,1
10531,donaj001,TOR201604090,at_bat,1
10530,donaj001,TOR201604090,hit,1
10529,donaj001,TOR201604090,double,1
10528,bautj002,TOR201604090,at_bat,1
10527,bautj002,TOR201604090,hit,1
10526,bautj002,TOR201604090,home_run,1
10525,bautj002,TOR201604090,runs_scored,1
10524,donaj001,TOR201604090,runs_scored,1
10523,bautj002,TOR201604090,rbi,1
10522,encae001,TOR201604090,at_bat,1
10521,tulot001,TOR201604090,at_bat,1
10520,carre001,TOR201604090,at_bat,1
10519,carre001,TOR201604090,strikeout,1
10518,sandp001,TOR201604090,at_bat,1
10517,sandp001,TOR201604090,strikeout,1
10516,holtb002,TOR201604090,at_bat,1
10515,holtb002,TOR201604090,strikeout,1
10514,castr004,TOR201604090,at_bat,1
10513,castr004,TOR201604090,hit,1
10512,castr004,TOR201604090,double,1
10511,swihb001,TOR201604090,at_bat,1
10510,holtb002,TOR201604090,runs_scored,1
10509,bettm001,TOR201604090,at_bat,1
10508,bettm001,TOR201604090,strikeout,1
10507,goinr001,TOR201604090,at_bat,1
10506,goinr001,TOR201604090,strikeout,1
10505,barnd001,TOR201604090,at_bat,1
10504,tholj001,TOR201604090,at_bat,1
10503,tholj001,TOR201604090,strikeout,1
10502,pedrd001,TOR201604090,at_bat,1
10501,pedrd001,TOR201604090,hit,1
10500,bogax001,TOR201604090,walk,1
10499,shawt001,TOR201604090,at_bat,1
10498,shawt001,TOR201604090,strikeout,1
10497,ramih003,TOR201604090,at_bat,1
10496,ramih003,TOR201604090,hit,1
10495,ramih003,TOR201604090,triple,1
10494,pedrd001,TOR201604090,runs_scored,1
10493,ramih003,TOR201604090,rbi,1
10492,bogax001,TOR201604090,runs_scored,1
10491,ramih003,TOR201604090,rbi,1
10490,ramih003,TOR201604090,runs_scored,1
10489,sandp001,TOR201604090,rbi,1
10488,sandp001,TOR201604090,at_bat,1
10487,sandp001,TOR201604090,strikeout,1
10486,holtb002,TOR201604090,at_bat,1
10485,holtb002,TOR201604090,hit,1
10484,holtb002,TOR201604090,double,1
10483,castr004,TOR201604090,at_bat,1
10482,pillk001,TOR201604090,at_bat,1
10481,donaj001,TOR201604090,at_bat,1
10480,bautj002,TOR201604090,walk,1
10479,encae001,TOR201604090,at_bat,1
10478,swihb001,TOR201604090,at_bat,1
10477,bettm001,TOR201604090,at_bat,1
10476,bettm001,TOR201604090,hit,1
10475,pedrd001,TOR201604090,at_bat,1
10474,pedrd001,TOR201604090,hit,1
10473,pedrd001,TOR201604090,double,1
10472,bettm001,TOR201604090,runs_scored,1
10471,pedrd001,TOR201604090,rbi,1
10470,bogax001,TOR201604090,at_bat,1
10469,bogax001,TOR201604090,strikeout,1
10468,shawt001,TOR201604090,at_bat,1
10467,tulot001,TOR201604090,at_bat,1
10466,tulot001,TOR201604090,hit,1
10465,carre001,TOR201604090,at_bat,1
10464,goinr001,TOR201604090,at_bat,1
10463,barnd001,TOR201604090,at_bat,1
10462,barnd001,TOR201604090,hit,1
10461,tholj001,TOR201604090,at_bat,1
10460,ramih003,TOR201604090,at_bat,1
10459,sandp001,TOR201604090,walk,1
10458,holtb002,TOR201604090,at_bat,1
10457,holtb002,TOR201604090,strikeout,1
10456,castr004,TOR201604090,at_bat,1
10455,pillk001,TOR201604090,at_bat,1
10454,donaj001,TOR201604090,at_bat,1
10453,donaj001,TOR201604090,strikeout,1
10452,bautj002,TOR201604090,at_bat,1
10451,swihb001,TOR201604090,at_bat,1
10450,swihb001,TOR201604090,hit,1
10449,bettm001,TOR201604090,walk,1
10448,pedrd001,TOR201604090,at_bat,1
10447,bogax001,TOR201604090,at_bat,1
10446,bettm001,TOR201604090,stolen_base,1
10445,shawt001,TOR201604090,at_bat,1
10444,shawt001,TOR201604090,strikeout,1
10443,encae001,TOR201604090,at_bat,1
10442,tulot001,TOR201604090,at_bat,1
10441,colac001,TOR201604090,at_bat,1
10440,ramih003,TOR201604090,at_bat,1
10439,sandp001,TOR201604090,at_bat,1
10438,holtb002,TOR201604090,at_bat,1
10437,holtb002,TOR201604090,strikeout,1
10436,martr004,TOR201604090,at_bat,1
10435,martr004,TOR201604090,strikeout,1
10434,barnd001,TOR201604090,at_bat,1
10433,smoaj001,TOR201604090,at_bat,1
10432,smoaj001,TOR201604090,strikeout,1
10431,bettm001,TOR201604100,at_bat,1
10430,bettm001,TOR201604100,strikeout,1
10429,pedrd001,TOR201604100,at_bat,1
10428,bogax001,TOR201604100,at_bat,1
10427,pillk001,TOR201604100,at_bat,1
10426,pillk001,TOR201604100,hit,1
10425,donaj001,TOR201604100,at_bat,1
10424,donaj001,TOR201604100,hit,1
10423,bautj002,TOR201604100,walk,1
10422,encae001,TOR201604100,at_bat,1
10421,pillk001,TOR201604100,runs_scored,1
10420,encae001,TOR201604100,rbi,1
10419,donaj001,TOR201604100,runs_scored,1
10418,tulot001,TOR201604100,at_bat,1
10417,tulot001,TOR201604100,strikeout,1
10416,saunm001,TOR201604100,at_bat,1
10415,ortid001,TOR201604100,at_bat,1
10414,ramih003,TOR201604100,at_bat,1
10413,ramih003,TOR201604100,hit,1
10412,ramih003,TOR201604100,double,1
10411,shawt001,TOR201604100,walk,1
10410,younc004,TOR201604100,at_bat,1
10409,younc004,TOR201604100,strikeout,1
10408,swihb001,TOR201604100,at_bat,1
10407,martr004,TOR201604100,at_bat,1
10406,goinr001,TOR201604100,walk,1
10405,barnd001,TOR201604100,at_bat,1
10404,bradj001,TOR201604100,at_bat,1
10403,bradj001,TOR201604100,hit,1
10402,bettm001,TOR201604100,at_bat,1
10401,bettm001,TOR201604100,strikeout,1
10400,pedrd001,TOR201604100,at_bat,1
10399,bogax001,TOR201604100,at_bat,1
10398,bogax001,TOR201604100,hit,1
10397,bogax001,TOR201604100,double,1
10396,pillk001,TOR201604100,at_bat,1
10395,donaj001,TOR201604100,at_bat,1
10394,donaj001,TOR201604100,strikeout,1
10393,bautj002,TOR201604100,at_bat,1
10392,ortid001,TOR201604100,at_bat,1
10391,ramih003,TOR201604100,at_bat,1
10390,ramih003,TOR201604100,hit,1
10389,shawt001,TOR201604100,at_bat,1
10388,younc004,TOR201604100,at_bat,1
10387,younc004,TOR201604100,strikeout,1
10386,encae001,TOR201604100,at_bat,1
10385,tulot001,TOR201604100,at_bat,1
10384,saunm001,TOR201604100,walk,1
10383,martr004,TOR201604100,at_bat,1
10382,martr004,TOR201604100,hit,1
10381,goinr001,TOR201604100,at_bat,1
10380,goinr001,TOR201604100,hit,1
10379,barnd001,TOR201604100,at_bat,1
10378,swihb001,TOR201604100,at_bat,1
10377,swihb001,TOR201604100,hit,1
10376,bradj001,TOR201604100,at_bat,1
10375,bettm001,TOR201604100,at_bat,1
10374,pedrd001,TOR201604100,at_bat,1
10373,pedrd001,TOR201604100,strikeout,1
10372,pillk001,TOR201604100,at_bat,1
10371,donaj001,TOR201604100,at_bat,1
10370,donaj001,TOR201604100,strikeout,1
10369,bautj002,TOR201604100,at_bat,1
10368,bautj002,TOR201604100,strikeout,1
10367,bogax001,TOR201604100,at_bat,1
10366,bogax001,TOR201604100,strikeout,1
10365,ortid001,TOR201604100,at_bat,1
10364,ramih003,TOR201604100,at_bat,1
10363,encae001,TOR201604100,at_bat,1
10362,encae001,TOR201604100,hit,1
10361,tulot001,TOR201604100,at_bat,1
10360,saunm001,TOR201604100,at_bat,1
10359,shawt001,TOR201604100,walk,1
10358,younc004,TOR201604100,at_bat,1
10357,swihb001,TOR201604100,at_bat,1
10356,swihb001,TOR201604100,strikeout,1
10355,bradj001,TOR201604100,at_bat,1
10354,bradj001,TOR201604100,strikeout,1
10353,martr004,TOR201604100,at_bat,1
10352,martr004,TOR201604100,strikeout,1
10351,goinr001,TOR201604100,at_bat,1
10350,goinr001,TOR201604100,hit,1
10349,goinr001,TOR201604100,double,1
10348,barnd001,TOR201604100,at_bat,1
10347,pillk001,TOR201604100,at_bat,1
10346,bettm001,TOR201604100,at_bat,1
10345,pedrd001,TOR201604100,at_bat,1
10344,pedrd001,TOR201604100,hit,1
10343,bogax001,TOR201604100,at_bat,1
10342,donaj001,TOR201604100,at_bat,1
10341,donaj001,TOR201604100,hit,1
10340,donaj001,TOR201604100,home_run,1
10339,donaj001,TOR201604100,runs_scored,1
10338,bautj002,TOR201604100,walk,1
10337,encae001,TOR201604100,at_bat,1
10336,tulot001,TOR201604100,at_bat,1
10335,ortid001,TOR201604100,at_bat,1
10334,ortid001,TOR201604100,strikeout,1
10333,ramih003,TOR201604100,at_bat,1
10332,ramih003,TOR201604100,hit,1
10331,shawt001,TOR201604100,at_bat,1
10330,shawt001,TOR201604100,strikeout,1
10329,sandp001,TOR201604100,at_bat,1
10328,sandp001,TOR201604100,strikeout,1
10327,ellsj001,TOR201604120,at_bat,1
10326,ellsj001,TOR201604120,hit,1
10325,gardb001,TOR201604120,at_bat,1
10324,rodra001,TOR201604120,at_bat,1
10323,teixm001,TOR201604120,at_bat,1
10322,teixm001,TOR201604120,strikeout,1
10321,pillk001,TOR201604120,at_bat,1
10320,donaj001,TOR201604120,at_bat,1
10319,bautj002,TOR201604120,walk,1
10318,encae001,TOR201604120,walk,1
10317,tulot001,TOR201604120,at_bat,1
10316,tulot001,TOR201604120,strikeout,1
10315,mccab002,TOR201604120,walk,1
10314,beltc001,TOR201604120,at_bat,1
10313,headc001,TOR201604120,walk,1
10312,casts001,TOR201604120,at_bat,1
10311,mccab002,TOR201604120,runs_scored,1
10310,gregd001,TOR201604120,at_bat,1
10309,colac001,TOR201604120,walk,1
10308,saunm001,TOR201604120,at_bat,1
10307,saunm001,TOR201604120,strikeout,1
10306,martr004,TOR201604120,at_bat,1
10305,martr004,TOR201604120,strikeout,1
10304,goinr001,TOR201604120,at_bat,1
10303,goinr001,TOR201604120,strikeout,1
10302,ellsj001,TOR201604120,at_bat,1
10301,gardb001,TOR201604120,at_bat,1
10300,gardb001,TOR201604120,strikeout,1
10299,rodra001,TOR201604120,at_bat,1
10298,rodra001,TOR201604120,strikeout,1
10297,pillk001,TOR201604120,walk,1
10296,donaj001,TOR201604120,at_bat,1
10295,donaj001,TOR201604120,hit,1
10294,bautj002,TOR201604120,at_bat,1
10293,bautj002,TOR201604120,hit,1
10292,bautj002,TOR201604120,double,1
10291,pillk001,TOR201604120,runs_scored,1
10290,bautj002,TOR201604120,rbi,1
10289,donaj001,TOR201604120,runs_scored,1
10288,bautj002,TOR201604120,rbi,1
10287,encae001,TOR201604120,at_bat,1
10286,encae001,TOR201604120,strikeout,1
10285,tulot001,TOR201604120,walk,1
10284,colac001,TOR201604120,at_bat,1
10283,teixm001,TOR201604120,at_bat,1
10282,mccab002,TOR201604120,at_bat,1
10281,mccab002,TOR201604120,strikeout,1
10280,beltc001,TOR201604120,walk,1
10279,headc001,TOR201604120,at_bat,1
10278,saunm001,TOR201604120,at_bat,1
10277,martr004,TOR201604120,at_bat,1
10276,goinr001,TOR201604120,at_bat,1
10275,casts001,TOR201604120,at_bat,1
10274,gregd001,TOR201604120,at_bat,1
10273,gregd001,TOR201604120,hit,1
10272,gregd001,TOR201604120,double,1
10271,ellsj001,TOR201604120,at_bat,1
10270,ellsj001,TOR201604120,strikeout,1
10269,gardb001,TOR201604120,at_bat,1
10268,pillk001,TOR201604120,at_bat,1
10267,pillk001,TOR201604120,hit,1
10266,donaj001,TOR201604120,at_bat,1
10265,bautj002,TOR201604120,at_bat,1
10264,encae001,TOR201604120,at_bat,1
10263,encae001,TOR201604120,strikeout,1
10262,rodra001,TOR201604120,at_bat,1
10261,teixm001,TOR201604120,at_bat,1
10260,mccab002,TOR201604120,at_bat,1
10259,mccab002,TOR201604120,hit,1
10258,mccab002,TOR201604120,home_run,1
10257,mccab002,TOR201604120,runs_scored,1
10256,beltc001,TOR201604120,at_bat,1
10255,tulot001,TOR201604120,at_bat,1
10254,colac001,TOR201604120,at_bat,1
10253,saunm001,TOR201604120,walk,1
10252,martr004,TOR201604120,at_bat,1
10251,headc001,TOR201604120,at_bat,1
10250,headc001,TOR201604120,hit,1
10249,casts001,TOR201604120,walk,1
10248,gregd001,TOR201604120,at_bat,1
10247,ellsj001,TOR201604120,at_bat,1
10246,ellsj001,TOR201604120,hit,1
10245,headc001,TOR201604120,runs_scored,1
10244,ellsj001,TOR201604120,rbi,1
10243,gardb001,TOR201604120,at_bat,1
10242,gardb001,TOR201604120,strikeout,1
10241,rodra001,TOR201604120,at_bat,1
10240,goinr001,TOR201604120,at_bat,1
10239,pillk001,TOR201604120,at_bat,1
10238,donaj001,TOR201604120,walk,1
10237,donaj001,TOR201604120,stolen_base,1
10236,bautj002,TOR201604120,at_bat,1
10235,bautj002,TOR201604120,strikeout,1
10234,teixm001,TOR201604120,at_bat,1
10233,mccab002,TOR201604120,at_bat,1
10232,mccab002,TOR201604120,hit,1
10231,beltc001,TOR201604120,at_bat,1
10230,beltc001,TOR201604120,strikeout,1
10229,headc001,TOR201604120,at_bat,1
10228,headc001,TOR201604120,hit,1
10227,casts001,TOR201604120,at_bat,1
10226,casts001,TOR201604120,strikeout,1
10225,encae001,TOR201604120,at_bat,1
10224,tulot001,TOR201604120,at_bat,1
10223,tulot001,TOR201604120,strikeout,1
10222,colac001,TOR201604120,at_bat,1
10221,colac001,TOR201604120,strikeout,1
10220,gregd001,TOR201604120,at_bat,1
10219,gregd001,TOR201604120,strikeout,1
10218,ellsj001,TOR201604120,at_bat,1
10217,gardb001,TOR201604120,at_bat,1
10216,saunm001,TOR201604120,at_bat,1
10215,saunm001,TOR201604120,strikeout,1
10214,martr004,TOR201604120,at_bat,1
10213,smoaj001,TOR201604120,at_bat,1
10212,smoaj001,TOR201604120,strikeout,1
10211,ellsj001,TOR201604130,at_bat,1
10210,ellsj001,TOR201604130,hit,1
10209,hicka001,TOR201604130,at_bat,1
10208,rodra001,TOR201604130,at_bat,1
10207,rodra001,TOR201604130,strikeout,1
10206,pillk001,TOR201604130,at_bat,1
10205,pillk001,TOR201604130,strikeout,1
10204,donaj001,TOR201604130,at_bat,1
10203,donaj001,TOR201604130,strikeout,1
10202,bautj002,TOR201604130,at_bat,1
10201,bautj002,TOR201604130,hit,1
10200,encae001,TOR201604130,at_bat,1
10199,encae001,TOR201604130,hit,1
10198,tulot001,TOR201604130,at_bat,1
10197,teixm001,TOR201604130,at_bat,1
10196,beltc001,TOR201604130,at_bat,1
10195,casts001,TOR201604130,walk,1
10194,headc001,TOR201604130,at_bat,1
10193,saunm001,TOR201604130,at_bat,1
10192,martr004,TOR201604130,walk,1
10191,smoaj001,TOR201604130,at_bat,1
10190,smoaj001,TOR201604130,strikeout,1
10189,goinr001,TOR201604130,at_bat,1
10188,goinr001,TOR201604130,hit,1
10187,goinr001,TOR201604130,double,1
10186,martr004,TOR201604130,runs_scored,1
10185,goinr001,TOR201604130,rbi,1
10184,pillk001,TOR201604130,at_bat,1
10183,torrr001,TOR201604130,at_bat,1
10182,torrr001,TOR201604130,hit,1
10181,romia002,TOR201604130,at_bat,1
10180,ellsj001,TOR201604130,at_bat,1
10179,ellsj001,TOR201604130,hit,1
10178,hicka001,TOR201604130,at_bat,1
10177,donaj001,TOR201604130,at_bat,1
10176,donaj001,TOR201604130,strikeout,1
10175,bautj002,TOR201604130,at_bat,1
10174,encae001,TOR201604130,at_bat,1
10173,rodra001,TOR201604130,at_bat,1
10172,rodra001,TOR201604130,strikeout,1
10171,teixm001,TOR201604130,walk,1
10170,beltc001,TOR201604130,at_bat,1
10169,beltc001,TOR201604130,hit,1
10168,casts001,TOR201604130,at_bat,1
10167,headc001,TOR201604130,at_bat,1
10166,tulot001,TOR201604130,at_bat,1
10165,saunm001,TOR201604130,walk,1
10164,martr004,TOR201604130,at_bat,1
10163,martr004,TOR201604130,strikeout,1
10162,torrr001,TOR201604130,at_bat,1
10161,torrr001,TOR201604130,hit,1
10160,torrr001,TOR201604130,double,1
10159,romia002,TOR201604130,at_bat,1
10158,romia002,TOR201604130,hit,1
10157,ellsj001,TOR201604130,at_bat,1
10156,hicka001,TOR201604130,at_bat,1
10155,torrr001,TOR201604130,runs_scored,1
10154,hicka001,TOR201604130,rbi,1
10153,rodra001,TOR201604130,at_bat,1
10152,smoaj001,TOR201604130,walk,1
10151,goinr001,TOR201604130,at_bat,1
10150,goinr001,TOR201604130,hit,1
10149,goinr001,TOR201604130,double,1
10148,pillk001,TOR201604130,at_bat,1
10147,smoaj001,TOR201604130,runs_scored,1
10146,pillk001,TOR201604130,rbi,1
10145,donaj001,TOR201604130,at_bat,1
10144,goinr001,TOR201604130,runs_scored,1
10143,bautj002,TOR201604130,at_bat,1
10142,teixm001,TOR201604130,at_bat,1
10141,beltc001,TOR201604130,at_bat,1
10140,beltc001,TOR201604130,hit,1
10139,casts001,TOR201604130,at_bat,1
10138,casts001,TOR201604130,strikeout,1
10137,headc001,TOR201604130,walk,1
10136,torrr001,TOR201604130,at_bat,1
10135,torrr001,TOR201604130,strikeout,1
10134,encae001,TOR201604130,at_bat,1
10133,encae001,TOR201604130,strikeout,1
10132,tulot001,TOR201604130,at_bat,1
10131,saunm001,TOR201604130,at_bat,1
10130,saunm001,TOR201604130,hit,1
10129,saunm001,TOR201604130,double,1
10128,martr004,TOR201604130,at_bat,1
10127,romia002,TOR201604130,at_bat,1
10126,romia002,TOR201604130,strikeout,1
10125,ellsj001,TOR201604130,at_bat,1
10124,hicka001,TOR201604130,at_bat,1
10123,smoaj001,TOR201604130,at_bat,1
10122,smoaj001,TOR201604130,strikeout,1
10121,goinr001,TOR201604130,at_bat,1
10120,goinr001,TOR201604130,strikeout,1
10119,pillk001,TOR201604130,at_bat,1
10118,rodra001,TOR201604130,at_bat,1
10117,teixm001,TOR201604130,at_bat,1
10116,teixm001,TOR201604130,hit,1
10115,teixm001,TOR201604130,home_run,1
10114,teixm001,TOR201604130,runs_scored,1
10113,beltc001,TOR201604130,at_bat,1
10112,beltc001,TOR201604130,strikeout,1
10111,casts001,TOR201604130,at_bat,1
10110,donaj001,TOR201604130,at_bat,1
10109,donaj001,TOR201604130,hit,1
10108,donaj001,TOR201604130,double,1
10107,bautj002,TOR201604130,at_bat,1
10106,bautj002,TOR201604130,hit,1
10105,bautj002,TOR201604130,double,1
10104,donaj001,TOR201604130,runs_scored,1
10103,bautj002,TOR201604130,rbi,1
10102,encae001,TOR201604130,at_bat,1
10101,tulot001,TOR201604130,at_bat,1
10100,tulot001,TOR201604130,hit,1
10099,bautj002,TOR201604130,runs_scored,1
10098,tulot001,TOR201604130,rbi,1
10097,saunm001,TOR201604130,at_bat,1
10096,saunm001,TOR201604130,hit,1
10095,saunm001,TOR201604130,double,1
10094,martr004,TOR201604130,at_bat,1
10093,tulot001,TOR201604130,runs_scored,1
10092,martr004,TOR201604130,rbi,1
10091,smoaj001,TOR201604130,walk,1
10090,goinr001,TOR201604130,at_bat,1
