,player_id,game_id,this_half,stat_type,stat_value,actual_play
956,ellsj001,TOR201609260,8_0,RBI,1,S8/L+.2-H;B-2(E8)
955,sancg002,TOR201609260,8_0,AB,1,9/L
954,sancg002,TOR201609260,8_0,PA,1,9/L
953,sancg002,TOR201609260,8_0,LOB,1,9/L
952,sancg002,TOR201609260,8_0,RLSP,0,9/L
951,mccab002,TOR201609260,8_0,AB,1,63/G
950,mccab002,TOR201609260,8_0,PA,1,63/G
949,mccab002,TOR201609260,8_0,LOB,1,63/G
948,mccab002,TOR201609260,8_0,RLSP,0,63/G
947,martr004,TOR201609260,8_1,AB,1,K
946,martr004,TOR201609260,8_1,K,1,K
945,martr004,TOR201609260,8_1,PA,1,K
944,martr004,TOR201609260,8_1,LOB,0,K
943,martr004,TOR201609260,8_1,RLSP,0,K
942,tulot001,TOR201609260,8_1,AB,1,3/G
941,tulot001,TOR201609260,8_1,PA,1,3/G
940,tulot001,TOR201609260,8_1,LOB,0,3/G
939,tulot001,TOR201609260,8_1,RLSP,0,3/G
938,saunm001,TOR201609260,8_1,AB,1,8/L+
937,saunm001,TOR201609260,8_1,PA,1,8/L+
936,saunm001,TOR201609260,8_1,LOB,0,8/L+
935,saunm001,TOR201609260,8_1,RLSP,0,8/L+
934,headc001,TOR201609260,9_0,AB,1,3/G+
933,headc001,TOR201609260,9_0,PA,1,3/G+
932,headc001,TOR201609260,9_0,LOB,0,3/G+
931,headc001,TOR201609260,9_0,RLSP,0,3/G+
930,teixm001,TOR201609260,9_0,AB,1,HR/89/F
929,teixm001,TOR201609260,9_0,PA,1,HR/89/F
928,teixm001,TOR201609260,9_0,H,1,HR/89/F
927,teixm001,TOR201609260,9_0,HR,1,HR/89/F
926,teixm001,TOR201609260,9_0,R,1,HR/89/F
925,teixm001,TOR201609260,9_0,RBI,1,HR/89/F
924,gregd001,TOR201609260,9_0,AB,1,S7/L
923,gregd001,TOR201609260,9_0,PA,1,S7/L
922,gregd001,TOR201609260,9_0,H,1,S7/L
921,hicka001,TOR201609260,9_0,AB,1,HR/9/F.1-H
920,hicka001,TOR201609260,9_0,PA,1,HR/9/F.1-H
919,hicka001,TOR201609260,9_0,H,1,HR/9/F.1-H
918,hicka001,TOR201609260,9_0,HR,1,HR/9/F.1-H
917,hicka001,TOR201609260,9_0,R,1,HR/9/F.1-H
916,hicka001,TOR201609260,9_0,RBI,1,HR/9/F.1-H
915,gregd001,TOR201609260,9_0,R,1,HR/9/F.1-H
914,hicka001,TOR201609260,9_0,RBI,1,HR/9/F.1-H
913,solad001,TOR201609260,9_0,AB,1,D7/L
912,solad001,TOR201609260,9_0,PA,1,D7/L
911,solad001,TOR201609260,9_0,H,1,D7/L
910,solad001,TOR201609260,9_0,D,1,D7/L
909,gardb001,TOR201609260,9_0,PA,1,W
908,gardb001,TOR201609260,9_0,W,1,W
907,ellsj001,TOR201609260,9_0,AB,1,S9/G.2-H;1-3
906,ellsj001,TOR201609260,9_0,PA,1,S9/G.2-H;1-3
905,ellsj001,TOR201609260,9_0,H,1,S9/G.2-H;1-3
904,solad001,TOR201609260,9_0,R,1,S9/G.2-H;1-3
903,ellsj001,TOR201609260,9_0,RBI,1,S9/G.2-H;1-3
902,sancg002,TOR201609260,9_0,SF,1,8/L/SF.3-H
901,sancg002,TOR201609260,9_0,PA,1,8/L/SF.3-H
900,gardb001,TOR201609260,9_0,R,1,8/L/SF.3-H
899,sancg002,TOR201609260,9_0,RBI,1,8/L/SF.3-H
898,mccab002,TOR201609260,9_0,AB,1,K23
897,mccab002,TOR201609260,9_0,K,1,K23
896,mccab002,TOR201609260,9_0,PA,1,K23
895,mccab002,TOR201609260,9_0,LOB,1,K23
894,mccab002,TOR201609260,9_0,RLSP,1,K23
893,smoaj001,TOR201609260,9_1,PA,1,W
892,smoaj001,TOR201609260,9_1,W,1,W
891,pillk001,TOR201609260,9_1,AB,1,E1/BG.1-2
890,pillk001,TOR201609260,9_1,PA,1,E1/BG.1-2
889,barnd001,TOR201609260,9_1,PA,1,W
888,barnd001,TOR201609260,9_1,W,1,W
887,donaj001,TOR201609260,9_1,AB,1,9/F
886,donaj001,TOR201609260,9_1,PA,1,9/F
885,donaj001,TOR201609260,9_1,LOB,3,9/F
884,donaj001,TOR201609260,9_1,RLSP,2,9/F
883,encae001,TOR201609260,9_1,PA,1,W.3-H;2-3;1-2
882,encae001,TOR201609260,9_1,W,1,W.3-H;2-3;1-2
881,smoaj001,TOR201609260,9_1,R,1,W.3-H;2-3;1-2
880,encae001,TOR201609260,9_1,RBI,1,W.3-H;2-3;1-2
879,navad001,TOR201609260,9_1,AB,1,S98/F-.3-H(UR);2-3;1-2
878,navad001,TOR201609260,9_1,PA,1,S98/F-.3-H(UR);2-3;1-2
877,navad001,TOR201609260,9_1,H,1,S98/F-.3-H(UR);2-3;1-2
876,pillk001,TOR201609260,9_1,R,1,S98/F-.3-H(UR);2-3;1-2
875,navad001,TOR201609260,9_1,RBI,1,S98/F-.3-H(UR);2-3;1-2
874,martr004,TOR201609260,9_1,AB,1,1(3)/FO/G-.2-3;1-2
873,martr004,TOR201609260,9_1,PA,1,1(3)/FO/G-.2-3;1-2
872,martr004,TOR201609260,9_1,LOB,3,1(3)/FO/G-.2-3;1-2
871,martr004,TOR201609260,9_1,RLSP,2,1(3)/FO/G-.2-3;1-2
870,tulot001,TOR201609260,9_1,AB,1,7/F7LF
869,tulot001,TOR201609260,9_1,PA,1,7/F7LF
868,tulot001,TOR201609260,9_1,LOB,3,7/F7LF
867,tulot001,TOR201609260,9_1,RLSP,2,7/F7LF
866,jonea003,TOR201609270,1_0,AB,1,K
865,jonea003,TOR201609270,1_0,K,1,K
864,jonea003,TOR201609270,1_0,PA,1,K
863,jonea003,TOR201609270,1_0,LOB,0,K
862,jonea003,TOR201609270,1_0,RLSP,0,K
861,davic003,TOR201609270,1_0,AB,1,K
860,davic003,TOR201609270,1_0,K,1,K
859,davic003,TOR201609270,1_0,PA,1,K
858,davic003,TOR201609270,1_0,LOB,0,K
857,davic003,TOR201609270,1_0,RLSP,0,K
856,machm001,TOR201609270,1_0,AB,1,K
855,machm001,TOR201609270,1_0,K,1,K
854,machm001,TOR201609270,1_0,PA,1,K
853,machm001,TOR201609270,1_0,LOB,0,K
852,machm001,TOR201609270,1_0,RLSP,0,K
851,carre001,TOR201609270,1_1,PA,1,W
850,carre001,TOR201609270,1_1,W,1,W
849,donaj001,TOR201609270,1_1,AB,1,HR/78/F.1-H
848,donaj001,TOR201609270,1_1,PA,1,HR/78/F.1-H
847,donaj001,TOR201609270,1_1,H,1,HR/78/F.1-H
846,donaj001,TOR201609270,1_1,HR,1,HR/78/F.1-H
845,donaj001,TOR201609270,1_1,R,1,HR/78/F.1-H
844,donaj001,TOR201609270,1_1,RBI,1,HR/78/F.1-H
843,carre001,TOR201609270,1_1,R,1,HR/78/F.1-H
842,donaj001,TOR201609270,1_1,RBI,1,HR/78/F.1-H
841,encae001,TOR201609270,1_1,AB,1,K
840,encae001,TOR201609270,1_1,K,1,K
839,encae001,TOR201609270,1_1,PA,1,K
838,encae001,TOR201609270,1_1,LOB,0,K
837,encae001,TOR201609270,1_1,RLSP,0,K
836,bautj002,TOR201609270,1_1,AB,1,K
835,bautj002,TOR201609270,1_1,K,1,K
834,bautj002,TOR201609270,1_1,PA,1,K
833,bautj002,TOR201609270,1_1,LOB,0,K
832,bautj002,TOR201609270,1_1,RLSP,0,K
831,martr004,TOR201609270,1_1,AB,1,7/F
830,martr004,TOR201609270,1_1,PA,1,7/F
829,martr004,TOR201609270,1_1,LOB,0,7/F
828,martr004,TOR201609270,1_1,RLSP,0,7/F
827,trumm001,TOR201609270,2_0,AB,1,K
826,trumm001,TOR201609270,2_0,K,1,K
825,trumm001,TOR201609270,2_0,PA,1,K
824,trumm001,TOR201609270,2_0,LOB,0,K
823,trumm001,TOR201609270,2_0,RLSP,0,K
822,alvap001,TOR201609270,2_0,PA,1,W
821,alvap001,TOR201609270,2_0,W,1,W
820,schoj001,TOR201609270,2_0,AB,1,K
819,schoj001,TOR201609270,2_0,K,1,K
818,schoj001,TOR201609270,2_0,PA,1,K
817,schoj001,TOR201609270,2_0,LOB,1,K
816,schoj001,TOR201609270,2_0,RLSP,0,K
815,wietm001,TOR201609270,2_0,AB,1,S9/L+.1-3
814,wietm001,TOR201609270,2_0,PA,1,S9/L+.1-3
813,wietm001,TOR201609270,2_0,H,1,S9/L+.1-3
812,bourm001,TOR201609270,2_0,AB,1,8/F
811,bourm001,TOR201609270,2_0,PA,1,8/F
810,bourm001,TOR201609270,2_0,LOB,2,8/F
809,bourm001,TOR201609270,2_0,RLSP,1,8/F
808,tulot001,TOR201609270,2_1,AB,1,13/G-
807,tulot001,TOR201609270,2_1,PA,1,13/G-
806,tulot001,TOR201609270,2_1,LOB,0,13/G-
805,tulot001,TOR201609270,2_1,RLSP,0,13/G-
804,saunm001,TOR201609270,2_1,AB,1,K
803,saunm001,TOR201609270,2_1,K,1,K
802,saunm001,TOR201609270,2_1,PA,1,K
801,saunm001,TOR201609270,2_1,LOB,0,K
800,saunm001,TOR201609270,2_1,RLSP,0,K
799,pillk001,TOR201609270,2_1,AB,1,K
798,pillk001,TOR201609270,2_1,K,1,K
797,pillk001,TOR201609270,2_1,PA,1,K
796,pillk001,TOR201609270,2_1,LOB,0,K
795,pillk001,TOR201609270,2_1,RLSP,0,K
794,hardj003,TOR201609270,3_0,AB,1,D8/L
793,hardj003,TOR201609270,3_0,PA,1,D8/L
792,hardj003,TOR201609270,3_0,H,1,D8/L
791,hardj003,TOR201609270,3_0,D,1,D8/L
790,jonea003,TOR201609270,3_0,AB,1,K
789,jonea003,TOR201609270,3_0,K,1,K
788,jonea003,TOR201609270,3_0,PA,1,K
787,jonea003,TOR201609270,3_0,LOB,1,K
786,jonea003,TOR201609270,3_0,RLSP,1,K
785,davic003,TOR201609270,3_0,PA,1,W
784,davic003,TOR201609270,3_0,W,1,W
783,machm001,TOR201609270,3_0,AB,1,6/L
782,machm001,TOR201609270,3_0,PA,1,6/L
781,machm001,TOR201609270,3_0,LOB,2,6/L
780,machm001,TOR201609270,3_0,RLSP,1,6/L
779,trumm001,TOR201609270,3_0,AB,1,S8/L-.2-H;1-2
778,trumm001,TOR201609270,3_0,PA,1,S8/L-.2-H;1-2
777,trumm001,TOR201609270,3_0,H,1,S8/L-.2-H;1-2
776,hardj003,TOR201609270,3_0,R,1,S8/L-.2-H;1-2
775,trumm001,TOR201609270,3_0,RBI,1,S8/L-.2-H;1-2
774,alvap001,TOR201609270,3_0,AB,1,7/F
773,alvap001,TOR201609270,3_0,PA,1,7/F
772,alvap001,TOR201609270,3_0,LOB,2,7/F
771,alvap001,TOR201609270,3_0,RLSP,1,7/F
770,barnd001,TOR201609270,3_1,AB,1,63/G
769,barnd001,TOR201609270,3_1,PA,1,63/G
768,barnd001,TOR201609270,3_1,LOB,0,63/G
767,barnd001,TOR201609270,3_1,RLSP,0,63/G
766,carre001,TOR201609270,3_1,AB,1,HR/78/F
765,carre001,TOR201609270,3_1,PA,1,HR/78/F
764,carre001,TOR201609270,3_1,H,1,HR/78/F
763,carre001,TOR201609270,3_1,HR,1,HR/78/F
762,carre001,TOR201609270,3_1,R,1,HR/78/F
761,carre001,TOR201609270,3_1,RBI,1,HR/78/F
760,donaj001,TOR201609270,3_1,AB,1,S7/L
759,donaj001,TOR201609270,3_1,PA,1,S7/L
758,donaj001,TOR201609270,3_1,H,1,S7/L
757,encae001,TOR201609270,3_1,AB,1,K
756,encae001,TOR201609270,3_1,K,1,K
755,encae001,TOR201609270,3_1,PA,1,K
754,encae001,TOR201609270,3_1,LOB,1,K
753,encae001,TOR201609270,3_1,RLSP,0,K
752,bautj002,TOR201609270,3_1,AB,1,8/L
751,bautj002,TOR201609270,3_1,PA,1,8/L
750,bautj002,TOR201609270,3_1,LOB,1,8/L
749,bautj002,TOR201609270,3_1,RLSP,0,8/L
748,schoj001,TOR201609270,4_0,AB,1,K
747,schoj001,TOR201609270,4_0,K,1,K
746,schoj001,TOR201609270,4_0,PA,1,K
745,schoj001,TOR201609270,4_0,LOB,0,K
744,schoj001,TOR201609270,4_0,RLSP,0,K
743,wietm001,TOR201609270,4_0,AB,1,53/G
742,wietm001,TOR201609270,4_0,PA,1,53/G
741,wietm001,TOR201609270,4_0,LOB,0,53/G
740,wietm001,TOR201609270,4_0,RLSP,0,53/G
739,bourm001,TOR201609270,4_0,AB,1,S6/G-
738,bourm001,TOR201609270,4_0,PA,1,S6/G-
737,bourm001,TOR201609270,4_0,H,1,S6/G-
736,hardj003,TOR201609270,4_0,AB,1,9/F
735,hardj003,TOR201609270,4_0,PA,1,9/F
734,hardj003,TOR201609270,4_0,LOB,1,9/F
733,hardj003,TOR201609270,4_0,RLSP,0,9/F
732,martr004,TOR201609270,4_1,AB,1,S7/F/MREV.BX2(764)
731,martr004,TOR201609270,4_1,PA,1,S7/F/MREV.BX2(764)
730,martr004,TOR201609270,4_1,H,1,S7/F/MREV.BX2(764)
729,tulot001,TOR201609270,4_1,AB,1,43/G
728,tulot001,TOR201609270,4_1,PA,1,43/G
727,tulot001,TOR201609270,4_1,LOB,0,43/G
726,tulot001,TOR201609270,4_1,RLSP,0,43/G
725,saunm001,TOR201609270,4_1,AB,1,13/G-
724,saunm001,TOR201609270,4_1,PA,1,13/G-
723,saunm001,TOR201609270,4_1,LOB,0,13/G-
722,saunm001,TOR201609270,4_1,RLSP,0,13/G-
721,jonea003,TOR201609270,5_0,AB,1,K
720,jonea003,TOR201609270,5_0,K,1,K
719,jonea003,TOR201609270,5_0,PA,1,K
718,jonea003,TOR201609270,5_0,LOB,0,K
717,jonea003,TOR201609270,5_0,RLSP,0,K
716,davic003,TOR201609270,5_0,AB,1,K
715,davic003,TOR201609270,5_0,K,1,K
714,davic003,TOR201609270,5_0,PA,1,K
713,davic003,TOR201609270,5_0,LOB,0,K
712,davic003,TOR201609270,5_0,RLSP,0,K
711,machm001,TOR201609270,5_0,AB,1,43/G
710,machm001,TOR201609270,5_0,PA,1,43/G
709,machm001,TOR201609270,5_0,LOB,0,43/G
708,machm001,TOR201609270,5_0,RLSP,0,43/G
707,pillk001,TOR201609270,5_1,AB,1,S8/G
706,pillk001,TOR201609270,5_1,PA,1,S8/G
705,pillk001,TOR201609270,5_1,H,1,S8/G
704,barnd001,TOR201609270,5_1,SH,1,13/BG/SH.1-2
703,barnd001,TOR201609270,5_1,PA,1,13/BG/SH.1-2
702,carre001,TOR201609270,5_1,AB,1,S7/L.2-H;B-2(TH)
701,carre001,TOR201609270,5_1,PA,1,S7/L.2-H;B-2(TH)
700,carre001,TOR201609270,5_1,H,1,S7/L.2-H;B-2(TH)
699,pillk001,TOR201609270,5_1,R,1,S7/L.2-H;B-2(TH)
698,carre001,TOR201609270,5_1,RBI,1,S7/L.2-H;B-2(TH)
697,donaj001,TOR201609270,5_1,PA,1,W
696,donaj001,TOR201609270,5_1,W,1,W
695,encae001,TOR201609270,5_1,AB,1,E5/TH/FO/G.2-H(UR)(NR);1-3
694,encae001,TOR201609270,5_1,PA,1,E5/TH/FO/G.2-H(UR)(NR);1-3
693,,TOR201609270,5_1,R,1,E5/TH/FO/G.2-H(UR)(NR);1-3
692,bautj002,TOR201609270,5_1,AB,1,64(1)3/GDP
691,bautj002,TOR201609270,5_1,PA,1,64(1)3/GDP
690,bautj002,TOR201609270,5_1,LOB,2,64(1)3/GDP
689,bautj002,TOR201609270,5_1,RLSP,1,64(1)3/GDP
688,trumm001,TOR201609270,6_0,AB,1,S9/L
687,trumm001,TOR201609270,6_0,PA,1,S9/L
686,trumm001,TOR201609270,6_0,H,1,S9/L
685,alvap001,TOR201609270,6_0,AB,1,K
684,alvap001,TOR201609270,6_0,K,1,K
683,alvap001,TOR201609270,6_0,PA,1,K
682,alvap001,TOR201609270,6_0,LOB,1,K
681,alvap001,TOR201609270,6_0,RLSP,0,K
680,schoj001,TOR201609270,6_0,AB,1,63/G-.1-2
679,schoj001,TOR201609270,6_0,PA,1,63/G-.1-2
678,schoj001,TOR201609270,6_0,LOB,1,63/G-.1-2
677,schoj001,TOR201609270,6_0,RLSP,0,63/G-.1-2
676,wietm001,TOR201609270,6_0,PA,1,W
675,wietm001,TOR201609270,6_0,W,1,W
674,bourm001,TOR201609270,6_0,AB,1,7/F
673,bourm001,TOR201609270,6_0,PA,1,7/F
672,bourm001,TOR201609270,6_0,LOB,2,7/F
671,bourm001,TOR201609270,6_0,RLSP,1,7/F
670,martr004,TOR201609270,6_1,AB,1,63/G
669,martr004,TOR201609270,6_1,PA,1,63/G
668,martr004,TOR201609270,6_1,LOB,0,63/G
667,martr004,TOR201609270,6_1,RLSP,0,63/G
666,tulot001,TOR201609270,6_1,AB,1,D9/L
665,tulot001,TOR201609270,6_1,PA,1,D9/L
664,tulot001,TOR201609270,6_1,H,1,D9/L
663,tulot001,TOR201609270,6_1,D,1,D9/L
662,saunm001,TOR201609270,6_1,AB,1,43/G.2-3
661,saunm001,TOR201609270,6_1,PA,1,43/G.2-3
660,saunm001,TOR201609270,6_1,LOB,1,43/G.2-3
659,saunm001,TOR201609270,6_1,RLSP,1,43/G.2-3
658,pillk001,TOR201609270,6_1,AB,1,13/G-
657,pillk001,TOR201609270,6_1,PA,1,13/G-
656,pillk001,TOR201609270,6_1,LOB,1,13/G-
655,pillk001,TOR201609270,6_1,RLSP,1,13/G-
654,hardj003,TOR201609270,7_0,AB,1,63/G
653,hardj003,TOR201609270,7_0,PA,1,63/G
652,hardj003,TOR201609270,7_0,LOB,0,63/G
651,hardj003,TOR201609270,7_0,RLSP,0,63/G
650,jonea003,TOR201609270,7_0,AB,1,S5/G+
649,jonea003,TOR201609270,7_0,PA,1,S5/G+
648,jonea003,TOR201609270,7_0,H,1,S5/G+
647,davic003,TOR201609270,7_0,AB,1,K
646,davic003,TOR201609270,7_0,K,1,K
645,davic003,TOR201609270,7_0,PA,1,K
644,davic003,TOR201609270,7_0,LOB,1,K
643,davic003,TOR201609270,7_0,RLSP,0,K
642,machm001,TOR201609270,7_0,AB,1,8/F
641,machm001,TOR201609270,7_0,PA,1,8/F
640,machm001,TOR201609270,7_0,LOB,1,8/F
639,machm001,TOR201609270,7_0,RLSP,0,8/F
638,barnd001,TOR201609270,7_1,AB,1,S8/L
637,barnd001,TOR201609270,7_1,PA,1,S8/L
636,barnd001,TOR201609270,7_1,H,1,S8/L
635,carre001,TOR201609270,7_1,AB,1,4(1)3/GDP
634,carre001,TOR201609270,7_1,PA,1,4(1)3/GDP
633,carre001,TOR201609270,7_1,LOB,1,4(1)3/GDP
632,carre001,TOR201609270,7_1,RLSP,0,4(1)3/GDP
631,donaj001,TOR201609270,7_1,PA,1,W
630,donaj001,TOR201609270,7_1,W,1,W
629,encae001,TOR201609270,7_1,AB,1,9/F
628,encae001,TOR201609270,7_1,PA,1,9/F
627,encae001,TOR201609270,7_1,LOB,1,9/F
626,encae001,TOR201609270,7_1,RLSP,0,9/F
625,trumm001,TOR201609270,8_0,AB,1,9/F
624,trumm001,TOR201609270,8_0,PA,1,9/F
623,trumm001,TOR201609270,8_0,LOB,0,9/F
622,trumm001,TOR201609270,8_0,RLSP,0,9/F
621,alvap001,TOR201609270,8_0,AB,1,K23
620,alvap001,TOR201609270,8_0,K,1,K23
619,alvap001,TOR201609270,8_0,PA,1,K23
618,alvap001,TOR201609270,8_0,LOB,0,K23
617,alvap001,TOR201609270,8_0,RLSP,0,K23
616,schoj001,TOR201609270,8_0,AB,1,8/L
615,schoj001,TOR201609270,8_0,PA,1,8/L
614,schoj001,TOR201609270,8_0,LOB,0,8/L
613,schoj001,TOR201609270,8_0,RLSP,0,8/L
612,bautj002,TOR201609270,8_1,AB,1,K
611,bautj002,TOR201609270,8_1,K,1,K
610,bautj002,TOR201609270,8_1,PA,1,K
609,bautj002,TOR201609270,8_1,LOB,0,K
608,bautj002,TOR201609270,8_1,RLSP,0,K
607,martr004,TOR201609270,8_1,AB,1,43/G
606,martr004,TOR201609270,8_1,PA,1,43/G
605,martr004,TOR201609270,8_1,LOB,0,43/G
604,martr004,TOR201609270,8_1,RLSP,0,43/G
603,tulot001,TOR201609270,8_1,AB,1,D9/L
602,tulot001,TOR201609270,8_1,PA,1,D9/L
601,tulot001,TOR201609270,8_1,H,1,D9/L
600,tulot001,TOR201609270,8_1,D,1,D9/L
599,uptob001,TOR201609270,8_1,AB,1,9/F
598,uptob001,TOR201609270,8_1,PA,1,9/F
597,uptob001,TOR201609270,8_1,LOB,1,9/F
596,uptob001,TOR201609270,8_1,RLSP,1,9/F
595,wietm001,TOR201609270,9_0,AB,1,S8/L
594,wietm001,TOR201609270,9_0,PA,1,S8/L
593,wietm001,TOR201609270,9_0,H,1,S8/L
592,bourm001,TOR201609270,9_0,AB,1,S7/L-.1-2
591,bourm001,TOR201609270,9_0,PA,1,S7/L-.1-2
590,bourm001,TOR201609270,9_0,H,1,S7/L-.1-2
589,hardj003,TOR201609270,9_0,AB,1,16(1)/FO/G-.2-3
588,hardj003,TOR201609270,9_0,PA,1,16(1)/FO/G-.2-3
587,hardj003,TOR201609270,9_0,LOB,2,16(1)/FO/G-.2-3
586,hardj003,TOR201609270,9_0,RLSP,1,16(1)/FO/G-.2-3
585,jonea003,TOR201609270,9_0,AB,1,54(1)3/GDP
584,jonea003,TOR201609270,9_0,PA,1,54(1)3/GDP
583,jonea003,TOR201609270,9_0,LOB,2,54(1)3/GDP
582,jonea003,TOR201609270,9_0,RLSP,1,54(1)3/GDP
581,jonea003,TOR201609280,1_0,AB,1,8/L
580,jonea003,TOR201609280,1_0,PA,1,8/L
579,jonea003,TOR201609280,1_0,LOB,0,8/L
578,jonea003,TOR201609280,1_0,RLSP,0,8/L
577,davic003,TOR201609280,1_0,AB,1,7/F
576,davic003,TOR201609280,1_0,PA,1,7/F
575,davic003,TOR201609280,1_0,LOB,0,7/F
574,davic003,TOR201609280,1_0,RLSP,0,7/F
573,machm001,TOR201609280,1_0,AB,1,K
572,machm001,TOR201609280,1_0,K,1,K
571,machm001,TOR201609280,1_0,PA,1,K
570,machm001,TOR201609280,1_0,LOB,0,K
569,machm001,TOR201609280,1_0,RLSP,0,K
568,carre001,TOR201609280,1_1,AB,1,1E3/G-
567,carre001,TOR201609280,1_1,PA,1,1E3/G-
566,donaj001,TOR201609280,1_1,AB,1,7/F
565,donaj001,TOR201609280,1_1,PA,1,7/F
564,donaj001,TOR201609280,1_1,LOB,1,7/F
563,donaj001,TOR201609280,1_1,RLSP,0,7/F
562,encae001,TOR201609280,1_1,SF,1,8/F/SF.3-H(UR)
561,encae001,TOR201609280,1_1,PA,1,8/F/SF.3-H(UR)
560,carre001,TOR201609280,1_1,R,1,8/F/SF.3-H(UR)
559,encae001,TOR201609280,1_1,RBI,1,8/F/SF.3-H(UR)
558,bautj002,TOR201609280,1_1,AB,1,K
557,bautj002,TOR201609280,1_1,K,1,K
556,bautj002,TOR201609280,1_1,PA,1,K
555,bautj002,TOR201609280,1_1,LOB,0,K
554,bautj002,TOR201609280,1_1,RLSP,0,K
553,trumm001,TOR201609280,2_0,AB,1,K
552,trumm001,TOR201609280,2_0,K,1,K
551,trumm001,TOR201609280,2_0,PA,1,K
550,trumm001,TOR201609280,2_0,LOB,0,K
549,trumm001,TOR201609280,2_0,RLSP,0,K
548,manct001,TOR201609280,2_0,AB,1,K23
547,manct001,TOR201609280,2_0,K,1,K23
546,manct001,TOR201609280,2_0,PA,1,K23
545,manct001,TOR201609280,2_0,LOB,0,K23
544,manct001,TOR201609280,2_0,RLSP,0,K23
543,wietm001,TOR201609280,2_0,AB,1,8/L+
542,wietm001,TOR201609280,2_0,PA,1,8/L+
541,wietm001,TOR201609280,2_0,LOB,0,8/L+
540,wietm001,TOR201609280,2_0,RLSP,0,8/L+
539,martr004,TOR201609280,2_1,AB,1,63/G
538,martr004,TOR201609280,2_1,PA,1,63/G
537,martr004,TOR201609280,2_1,LOB,0,63/G
536,martr004,TOR201609280,2_1,RLSP,0,63/G
535,tulot001,TOR201609280,2_1,AB,1,D7/L
534,tulot001,TOR201609280,2_1,PA,1,D7/L
533,tulot001,TOR201609280,2_1,H,1,D7/L
532,tulot001,TOR201609280,2_1,D,1,D7/L
531,saunm001,TOR201609280,2_1,AB,1,S7/L.2-3
530,saunm001,TOR201609280,2_1,PA,1,S7/L.2-3
529,saunm001,TOR201609280,2_1,H,1,S7/L.2-3
528,pillk001,TOR201609280,2_1,SF,1,9/L/SF.3-H
527,pillk001,TOR201609280,2_1,PA,1,9/L/SF.3-H
526,tulot001,TOR201609280,2_1,R,1,9/L/SF.3-H
525,pillk001,TOR201609280,2_1,RBI,1,9/L/SF.3-H
524,goinr001,TOR201609280,2_1,AB,1,63/G
523,goinr001,TOR201609280,2_1,PA,1,63/G
522,goinr001,TOR201609280,2_1,LOB,1,63/G
521,goinr001,TOR201609280,2_1,RLSP,0,63/G
520,hardj003,TOR201609280,3_0,AB,1,9/F
519,hardj003,TOR201609280,3_0,PA,1,9/F
518,hardj003,TOR201609280,3_0,LOB,0,9/F
517,hardj003,TOR201609280,3_0,RLSP,0,9/F
516,schoj001,TOR201609280,3_0,AB,1,53/G
515,schoj001,TOR201609280,3_0,PA,1,53/G
514,schoj001,TOR201609280,3_0,LOB,0,53/G
513,schoj001,TOR201609280,3_0,RLSP,0,53/G
512,reimn001,TOR201609280,3_0,AB,1,63/G
511,reimn001,TOR201609280,3_0,PA,1,63/G
510,reimn001,TOR201609280,3_0,LOB,0,63/G
509,reimn001,TOR201609280,3_0,RLSP,0,63/G
508,carre001,TOR201609280,3_1,AB,1,S8/G
507,carre001,TOR201609280,3_1,PA,1,S8/G
506,carre001,TOR201609280,3_1,H,1,S8/G
505,carre001,TOR201609280,3_1,CS,1,CS2(24)
504,donaj001,TOR201609280,3_1,AB,1,D9/L
503,donaj001,TOR201609280,3_1,PA,1,D9/L
502,donaj001,TOR201609280,3_1,H,1,D9/L
501,donaj001,TOR201609280,3_1,D,1,D9/L
500,encae001,TOR201609280,3_1,AB,1,63/G
499,encae001,TOR201609280,3_1,PA,1,63/G
498,encae001,TOR201609280,3_1,LOB,1,63/G
497,encae001,TOR201609280,3_1,RLSP,1,63/G
496,bautj002,TOR201609280,3_1,PA,1,W
495,bautj002,TOR201609280,3_1,W,1,W
494,martr004,TOR201609280,3_1,AB,1,64(1)/FO/G
493,martr004,TOR201609280,3_1,PA,1,64(1)/FO/G
492,martr004,TOR201609280,3_1,LOB,2,64(1)/FO/G
491,martr004,TOR201609280,3_1,RLSP,1,64(1)/FO/G
490,jonea003,TOR201609280,4_0,AB,1,S7/L+
489,jonea003,TOR201609280,4_0,PA,1,S7/L+
488,jonea003,TOR201609280,4_0,H,1,S7/L+
487,davic003,TOR201609280,4_0,AB,1,S7/G.1-2
486,davic003,TOR201609280,4_0,PA,1,S7/G.1-2
485,davic003,TOR201609280,4_0,H,1,S7/G.1-2
484,machm001,TOR201609280,4_0,AB,1,K
483,machm001,TOR201609280,4_0,K,1,K
482,machm001,TOR201609280,4_0,PA,1,K
481,machm001,TOR201609280,4_0,LOB,2,K
480,machm001,TOR201609280,4_0,RLSP,1,K
479,trumm001,TOR201609280,4_0,AB,1,K
478,trumm001,TOR201609280,4_0,K,1,K
477,trumm001,TOR201609280,4_0,PA,1,K
476,trumm001,TOR201609280,4_0,LOB,2,K
475,trumm001,TOR201609280,4_0,RLSP,1,K
474,manct001,TOR201609280,4_0,AB,1,K
473,manct001,TOR201609280,4_0,K,1,K
472,manct001,TOR201609280,4_0,PA,1,K
471,manct001,TOR201609280,4_0,LOB,2,K
470,manct001,TOR201609280,4_0,RLSP,1,K
469,tulot001,TOR201609280,4_1,AB,1,S8/G+
